date;Filière de production;Plage de puissance injection;Total
2020-05-13;F5 : Solaire;P3 : ]9 - 100] kW;5663088227
2020-05-13;F5 : Solaire;P4 : ]100 - 250] kW;3704727165
2020-05-13;F5 : Solaire;P5 : ]250 - 1000] kW;0
2020-05-13;F5 : Solaire;P6 : ]1000 - 12000] kW;10488873905
2020-05-13;F5 : Solaire;P7 : > 12000 kW;193840992
2020-05-13;F6 : Autres;P0 : Total toutes puissances;32645107
2020-05-13;F6 : Autres;P1 : ]0 - 3] kW;235808
2020-05-13;F6 : Autres;P2 : ]3 - 9] kW;181768
2020-05-13;F6 : Autres;P3 : ]9 - 100] kW;6292828
2020-05-13;F6 : Autres;P4 : ]100 - 250] kW;1833
2020-05-13;F6 : Autres;P5 : ]250 - 1000] kW;1116157
2020-05-13;F6 : Autres;P6 : ]1000 - 12000] kW;22329152
2020-05-13;F6 : Autres;P7 : > 12000 kW;0
2020-05-14;F0 : Total toutes filières;P0 : Total toutes puissances;240828371910
2020-05-14;F0 : Total toutes filières;P1 : ]0 - 3] kW;4884227276
2020-05-14;F0 : Total toutes filières;P2 : ]3 - 9] kW;2005196736
2020-05-14;F0 : Total toutes filières;P3 : ]9 - 100] kW;8562538951
2020-05-14;F0 : Total toutes filières;P4 : ]100 - 250] kW;7601513143
2020-05-14;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7531382291
2020-05-14;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;180715339614
2020-05-14;F0 : Total toutes filières;P7 : > 12000 kW;29528100335
2020-05-14;F1 : Thermique non renouvelable;P0 : Total toutes puissances;28792157
2020-05-14;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2020-05-14;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2020-05-14;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;234464
2020-05-14;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2020-05-14;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;3161325
2020-05-14;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;3473987
2020-05-14;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2020-05-14;F2 : Bioénergies;P0 : Total toutes puissances;15624318505
2020-05-14;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2020-05-14;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2020-05-14;F2 : Bioénergies;P3 : ]9 - 100] kW;111437744
2020-05-14;F2 : Bioénergies;P4 : ]100 - 250] kW;1255992438
2020-05-14;F2 : Bioénergies;P5 : ]250 - 1000] kW;1767483651
2020-05-14;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10492918545
2020-05-14;F2 : Bioénergies;P7 : > 12000 kW;33775833
2020-05-14;F3 : Hydraulique;P0 : Total toutes puissances;21832334658
2020-05-14;F3 : Hydraulique;P1 : ]0 - 3] kW;1501456320
2020-05-14;F3 : Hydraulique;P2 : ]3 - 9] kW;1328162
2020-05-14;F3 : Hydraulique;P3 : ]9 - 100] kW;195573948
2020-05-14;F3 : Hydraulique;P4 : ]100 - 250] kW;0
2020-05-14;F3 : Hydraulique;P5 : ]250 - 1000] kW;4543216645
2020-05-14;F3 : Hydraulique;P6 : ]1000 - 12000] kW;13396749493
2020-05-14;F3 : Hydraulique;P7 : > 12000 kW;0
2020-05-14;F4 : Eolien;P0 : Total toutes puissances;168958148247
2020-05-14;F4 : Eolien;P1 : ]0 - 3] kW;158594804
2020-05-14;F4 : Eolien;P2 : ]3 - 9] kW;0
2020-05-14;F4 : Eolien;P3 : ]9 - 100] kW;1096452
2020-05-14;F4 : Eolien;P4 : ]100 - 250] kW;1158822
2020-05-14;F4 : Eolien;P5 : ]250 - 1000] kW;42660983
2020-05-14;F4 : Eolien;P6 : ]1000 - 12000] kW;142850309903
2020-05-14;F4 : Eolien;P7 : > 12000 kW;25898975157
2020-05-14;F5 : Solaire;P0 : Total toutes puissances;34341600060
2020-05-14;F5 : Solaire;P1 : ]0 - 3] kW;3010773519
2020-05-14;F5 : Solaire;P2 : ]3 - 9] kW;2003256008
2020-05-14;F5 : Solaire;P3 : ]9 - 100] kW;8248273747
2020-05-14;F5 : Solaire;P4 : ]100 - 250] kW;5406448086
2020-05-14;F5 : Solaire;P5 : ]250 - 1000] kW;0
2020-05-14;F5 : Solaire;P6 : ]1000 - 12000] kW;13924264779
2020-05-14;F5 : Solaire;P7 : > 12000 kW;598488322
2020-05-14;F6 : Autres;P0 : Total toutes puissances;37236037
2020-05-14;F6 : Autres;P1 : ]0 - 3] kW;242836
2020-05-14;F6 : Autres;P2 : ]3 - 9] kW;190242
2020-05-14;F6 : Autres;P3 : ]9 - 100] kW;6364148
2020-05-14;F6 : Autres;P4 : ]100 - 250] kW;0
2020-05-14;F6 : Autres;P5 : ]250 - 1000] kW;1148660
2020-05-14;F6 : Autres;P6 : ]1000 - 12000] kW;20522155
2020-05-14;F6 : Autres;P7 : > 12000 kW;0
2020-05-15;F0 : Total toutes filières;P0 : Total toutes puissances;175229442946
2020-05-15;F0 : Total toutes filières;P1 : ]0 - 3] kW;5261699020
2020-05-15;F0 : Total toutes filières;P2 : ]3 - 9] kW;2259643803
2020-05-15;F0 : Total toutes filières;P3 : ]9 - 100] kW;9642046930
2020-05-15;F0 : Total toutes filières;P4 : ]100 - 250] kW;8289121108
2020-05-15;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7616966329
2020-05-15;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;123522657253
2020-05-15;F0 : Total toutes filières;P7 : > 12000 kW;18637225649
2020-05-15;F1 : Thermique non renouvelable;P0 : Total toutes puissances;26414164
2020-05-15;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2020-05-15;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2020-05-15;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;223004
2020-05-15;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2020-05-15;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;3199993
2020-05-15;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;1483324
2020-05-15;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2020-05-15;F2 : Bioénergies;P0 : Total toutes puissances;16021242435
2020-05-15;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2020-05-15;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2020-05-15;F2 : Bioénergies;P3 : ]9 - 100] kW;113031196
2020-05-15;F2 : Bioénergies;P4 : ]100 - 250] kW;1265755314
2020-05-15;F2 : Bioénergies;P5 : ]250 - 1000] kW;1743242189
2020-05-15;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10705002948
2020-05-15;F2 : Bioénergies;P7 : > 12000 kW;89505000
2020-05-15;F3 : Hydraulique;P0 : Total toutes puissances;21538070489
2020-05-15;F3 : Hydraulique;P1 : ]0 - 3] kW;1487111248
2020-05-15;F3 : Hydraulique;P2 : ]3 - 9] kW;1336344
2020-05-15;F3 : Hydraulique;P3 : ]9 - 100] kW;192286628
2020-05-15;F3 : Hydraulique;P4 : ]100 - 250] kW;0
2020-05-15;F3 : Hydraulique;P5 : ]250 - 1000] kW;4341336622
2020-05-15;F3 : Hydraulique;P6 : ]1000 - 12000] kW;13234401356
2020-05-15;F3 : Hydraulique;P7 : > 12000 kW;0
2020-05-15;F4 : Eolien;P0 : Total toutes puissances;94935925912
2020-05-15;F4 : Eolien;P1 : ]0 - 3] kW;174243184
2020-05-15;F4 : Eolien;P2 : ]3 - 9] kW;0
2020-05-15;F4 : Eolien;P3 : ]9 - 100] kW;568148
2020-05-15;F4 : Eolien;P4 : ]100 - 250] kW;1107656
2020-05-15;F4 : Eolien;P5 : ]250 - 1000] kW;35696483
2020-05-15;F4 : Eolien;P6 : ]1000 - 12000] kW;79995308067
2020-05-15;F4 : Eolien;P7 : > 12000 kW;14725376984
2020-05-15;F5 : Solaire;P0 : Total toutes puissances;42668052168
2020-05-15;F5 : Solaire;P1 : ]0 - 3] kW;3392364074
2020-05-15;F5 : Solaire;P2 : ]3 - 9] kW;2257716340
2020-05-15;F5 : Solaire;P3 : ]9 - 100] kW;9328650859
2020-05-15;F5 : Solaire;P4 : ]100 - 250] kW;6117953432
2020-05-15;F5 : Solaire;P5 : ]250 - 1000] kW;0
2020-05-15;F5 : Solaire;P6 : ]1000 - 12000] kW;19544557153
2020-05-15;F5 : Solaire;P7 : > 12000 kW;592270327
2020-05-15;F6 : Autres;P0 : Total toutes puissances;33779118
2020-05-15;F6 : Autres;P1 : ]0 - 3] kW;246352
2020-05-15;F6 : Autres;P2 : ]3 - 9] kW;172751
2020-05-15;F6 : Autres;P3 : ]9 - 100] kW;6669024
2020-05-15;F6 : Autres;P4 : ]100 - 250] kW;0
2020-05-15;F6 : Autres;P5 : ]250 - 1000] kW;1027993
2020-05-15;F6 : Autres;P6 : ]1000 - 12000] kW;16570821
2020-05-15;F6 : Autres;P7 : > 12000 kW;0
2020-05-16;F0 : Total toutes filières;P0 : Total toutes puissances;127327199528
2020-05-16;F0 : Total toutes filières;P1 : ]0 - 3] kW;5360723668
2020-05-16;F0 : Total toutes filières;P2 : ]3 - 9] kW;2325679472
2020-05-16;F0 : Total toutes filières;P3 : ]9 - 100] kW;9917654928
2020-05-16;F0 : Total toutes filières;P4 : ]100 - 250] kW;8475411759
2020-05-16;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7543551320
2020-05-16;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;82864970529
2020-05-16;F0 : Total toutes filières;P7 : > 12000 kW;10839122641
2020-05-16;F1 : Thermique non renouvelable;P0 : Total toutes puissances;10628545
2020-05-16;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2020-05-16;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2020-05-16;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;273772
2020-05-16;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2020-05-16;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;5150654
2020-05-16;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;1701152
2020-05-16;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2020-05-16;F2 : Bioénergies;P0 : Total toutes puissances;16629071179
2020-05-16;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2020-05-16;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2020-05-16;F2 : Bioénergies;P3 : ]9 - 100] kW;113639344
2020-05-16;F2 : Bioénergies;P4 : ]100 - 250] kW;1262824546
2020-05-16;F2 : Bioénergies;P5 : ]250 - 1000] kW;1853661660
2020-05-16;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11043552039
2020-05-16;F2 : Bioénergies;P7 : > 12000 kW;0
2020-05-16;F3 : Hydraulique;P0 : Total toutes puissances;20551564350
2020-05-16;F3 : Hydraulique;P1 : ]0 - 3] kW;1481023788
2020-05-16;F3 : Hydraulique;P2 : ]3 - 9] kW;1330666
2020-05-16;F3 : Hydraulique;P3 : ]9 - 100] kW;188883932
2020-05-16;F3 : Hydraulique;P4 : ]100 - 250] kW;0
2020-05-16;F3 : Hydraulique;P5 : ]250 - 1000] kW;4114766861
2020-05-16;F3 : Hydraulique;P6 : ]1000 - 12000] kW;12519067140
2020-05-16;F3 : Hydraulique;P7 : > 12000 kW;27445675
2020-05-16;F4 : Eolien;P0 : Total toutes puissances;46019563580
2020-05-16;F4 : Eolien;P1 : ]0 - 3] kW;177770925
2020-05-16;F4 : Eolien;P2 : ]3 - 9] kW;0
2020-05-16;F4 : Eolien;P3 : ]9 - 100] kW;350776
2020-05-16;F4 : Eolien;P4 : ]100 - 250] kW;298328
2020-05-16;F4 : Eolien;P5 : ]250 - 1000] kW;33185816
2020-05-16;F4 : Eolien;P6 : ]1000 - 12000] kW;39040932403
2020-05-16;F4 : Eolien;P7 : > 12000 kW;6759210482
2020-05-16;F5 : Solaire;P0 : Total toutes puissances;44075851892
2020-05-16;F5 : Solaire;P1 : ]0 - 3] kW;3490110390
2020-05-16;F5 : Solaire;P2 : ]3 - 9] kW;2323763672
2020-05-16;F5 : Solaire;P3 : ]9 - 100] kW;9608168453
2020-05-16;F5 : Solaire;P4 : ]100 - 250] kW;6337569495
2020-05-16;F5 : Solaire;P5 : ]250 - 1000] kW;0
2020-05-16;F5 : Solaire;P6 : ]1000 - 12000] kW;20232239717
2020-05-16;F5 : Solaire;P7 : > 12000 kW;605073158
2020-05-16;F6 : Autres;P0 : Total toutes puissances;34513279
2020-05-16;F6 : Autres;P1 : ]0 - 3] kW;223512
2020-05-16;F6 : Autres;P2 : ]3 - 9] kW;238940
2020-05-16;F6 : Autres;P3 : ]9 - 100] kW;6669024
2020-05-16;F6 : Autres;P4 : ]100 - 250] kW;471331
2020-05-16;F6 : Autres;P5 : ]250 - 1000] kW;1852486
2020-05-16;F6 : Autres;P6 : ]1000 - 12000] kW;23098650
2020-05-16;F6 : Autres;P7 : > 12000 kW;0
2020-05-17;F0 : Total toutes filières;P0 : Total toutes puissances;129098821585
2020-05-17;F0 : Total toutes filières;P1 : ]0 - 3] kW;5876202238
2020-05-17;F0 : Total toutes filières;P2 : ]3 - 9] kW;2670864246
2020-05-17;F0 : Total toutes filières;P3 : ]9 - 100] kW;11378442579
2020-05-17;F0 : Total toutes filières;P4 : ]100 - 250] kW;9419029398
2020-05-17;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7797428076
2020-05-17;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;83727224501
2020-05-17;F0 : Total toutes filières;P7 : > 12000 kW;8229532778
2020-05-17;F1 : Thermique non renouvelable;P0 : Total toutes puissances;10763930
2020-05-17;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2020-05-17;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2020-05-17;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;274800
2020-05-17;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2020-05-17;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;4791156
2020-05-17;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;1809319
2020-05-17;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2020-05-17;F2 : Bioénergies;P0 : Total toutes puissances;16498409790
2020-05-17;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2020-05-17;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2020-05-17;F2 : Bioénergies;P3 : ]9 - 100] kW;115153136
2020-05-17;F2 : Bioénergies;P4 : ]100 - 250] kW;1264289084
2020-05-17;F2 : Bioénergies;P5 : ]250 - 1000] kW;1664615988
2020-05-17;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10960487812
2020-05-17;F2 : Bioénergies;P7 : > 12000 kW;219366999
2020-05-17;F3 : Hydraulique;P0 : Total toutes puissances;19086253663
2020-05-17;F3 : Hydraulique;P1 : ]0 - 3] kW;1435260636
2020-05-17;F3 : Hydraulique;P2 : ]3 - 9] kW;1333346
2020-05-17;F3 : Hydraulique;P3 : ]9 - 100] kW;184969108
2020-05-17;F3 : Hydraulique;P4 : ]100 - 250] kW;0
2020-05-17;F3 : Hydraulique;P5 : ]250 - 1000] kW;4012190580
2020-05-17;F3 : Hydraulique;P6 : ]1000 - 12000] kW;11742047545
2020-05-17;F3 : Hydraulique;P7 : > 12000 kW;0
2020-05-17;F4 : Eolien;P0 : Total toutes puissances;41175974916
2020-05-17;F4 : Eolien;P1 : ]0 - 3] kW;249003348
2020-05-17;F4 : Eolien;P2 : ]3 - 9] kW;0
2020-05-17;F4 : Eolien;P3 : ]9 - 100] kW;347100
2020-05-17;F4 : Eolien;P4 : ]100 - 250] kW;0
2020-05-17;F4 : Eolien;P5 : ]250 - 1000] kW;67920482
2020-05-17;F4 : Eolien;P6 : ]1000 - 12000] kW;36283021566
2020-05-17;F4 : Eolien;P7 : > 12000 kW;4579992986
2020-05-17;F5 : Solaire;P0 : Total toutes puissances;52283294005
2020-05-17;F5 : Solaire;P1 : ]0 - 3] kW;4008069021
2020-05-17;F5 : Solaire;P2 : ]3 - 9] kW;2668945223
2020-05-17;F5 : Solaire;P3 : ]9 - 100] kW;11070811902
2020-05-17;F5 : Solaire;P4 : ]100 - 250] kW;7311309931
2020-05-17;F5 : Solaire;P5 : ]250 - 1000] kW;0
2020-05-17;F5 : Solaire;P6 : ]1000 - 12000] kW;24706398516
2020-05-17;F5 : Solaire;P7 : > 12000 kW;624194658
2020-05-17;F6 : Autres;P0 : Total toutes puissances;33522578
2020-05-17;F6 : Autres;P1 : ]0 - 3] kW;260384
2020-05-17;F6 : Autres;P2 : ]3 - 9] kW;358866
2020-05-17;F6 : Autres;P3 : ]9 - 100] kW;6652520
2020-05-17;F6 : Autres;P4 : ]100 - 250] kW;818496
2020-05-17;F6 : Autres;P5 : ]250 - 1000] kW;3203489
2020-05-17;F6 : Autres;P6 : ]1000 - 12000] kW;20147648
2020-05-17;F6 : Autres;P7 : > 12000 kW;0
2020-05-18;F0 : Total toutes filières;P0 : Total toutes puissances;134279221631
2020-05-18;F0 : Total toutes filières;P1 : ]0 - 3] kW;5907031797
2020-05-18;F0 : Total toutes filières;P2 : ]3 - 9] kW;2718126128
2020-05-18;F0 : Total toutes filières;P3 : ]9 - 100] kW;11564556177
2020-05-18;F0 : Total toutes filières;P4 : ]100 - 250] kW;9531550704
2020-05-18;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7745066818
2020-05-18;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;86988273861
2020-05-18;F0 : Total toutes filières;P7 : > 12000 kW;9824516716
2020-05-18;F1 : Thermique non renouvelable;P0 : Total toutes puissances;17099228
2020-05-18;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2020-05-18;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2020-05-18;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;207576
2020-05-18;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2020-05-18;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;2797992
2020-05-18;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;1685324
2020-05-18;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2020-05-18;F2 : Bioénergies;P0 : Total toutes puissances;16251982912
2020-05-18;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2020-05-18;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2020-05-18;F2 : Bioénergies;P3 : ]9 - 100] kW;112454980
2020-05-18;F2 : Bioénergies;P4 : ]100 - 250] kW;1245995237
2020-05-18;F2 : Bioénergies;P5 : ]250 - 1000] kW;1644111021
2020-05-18;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10746454049
2020-05-18;F2 : Bioénergies;P7 : > 12000 kW;181283665
2020-05-18;F3 : Hydraulique;P0 : Total toutes puissances;19250694371
2020-05-18;F3 : Hydraulique;P1 : ]0 - 3] kW;1430260096
2020-05-18;F3 : Hydraulique;P2 : ]3 - 9] kW;1369055
2020-05-18;F3 : Hydraulique;P3 : ]9 - 100] kW;186538388
2020-05-18;F3 : Hydraulique;P4 : ]100 - 250] kW;0
2020-05-18;F3 : Hydraulique;P5 : ]250 - 1000] kW;3830090429
2020-05-18;F3 : Hydraulique;P6 : ]1000 - 12000] kW;11537877650
2020-05-18;F3 : Hydraulique;P7 : > 12000 kW;28882190
2020-05-18;F4 : Eolien;P0 : Total toutes puissances;43761778082
2020-05-18;F4 : Eolien;P1 : ]0 - 3] kW;205249580
2020-05-18;F4 : Eolien;P2 : ]3 - 9] kW;0
2020-05-18;F4 : Eolien;P3 : ]9 - 100] kW;376508
2020-05-18;F4 : Eolien;P4 : ]100 - 250] kW;82499
2020-05-18;F4 : Eolien;P5 : ]250 - 1000] kW;68259483
2020-05-18;F4 : Eolien;P6 : ]1000 - 12000] kW;37933706235
2020-05-18;F4 : Eolien;P7 : > 12000 kW;5550540315
2020-05-18;F5 : Solaire;P0 : Total toutes puissances;54949309237
2020-05-18;F5 : Solaire;P1 : ]0 - 3] kW;4077312537
2020-05-18;F5 : Solaire;P2 : ]3 - 9] kW;2716167944
2020-05-18;F5 : Solaire;P3 : ]9 - 100] kW;11258228448
2020-05-18;F5 : Solaire;P4 : ]100 - 250] kW;7448155551
2020-05-18;F5 : Solaire;P5 : ]250 - 1000] kW;0
2020-05-18;F5 : Solaire;P6 : ]1000 - 12000] kW;26723123365
2020-05-18;F5 : Solaire;P7 : > 12000 kW;706317328
2020-05-18;F6 : Autres;P0 : Total toutes puissances;37912922
2020-05-18;F6 : Autres;P1 : ]0 - 3] kW;431940
2020-05-18;F6 : Autres;P2 : ]3 - 9] kW;353071
2020-05-18;F6 : Autres;P3 : ]9 - 100] kW;6470976
2020-05-18;F6 : Autres;P4 : ]100 - 250] kW;532832
2020-05-18;F6 : Autres;P5 : ]250 - 1000] kW;1342659
2020-05-18;F6 : Autres;P6 : ]1000 - 12000] kW;20942154
2020-05-18;F6 : Autres;P7 : > 12000 kW;0
2020-05-19;F0 : Total toutes filières;P0 : Total toutes puissances;145145269103
2020-05-19;F0 : Total toutes filières;P1 : ]0 - 3] kW;5934657776
2020-05-19;F0 : Total toutes filières;P2 : ]3 - 9] kW;2715784647
2020-05-19;F0 : Total toutes filières;P3 : ]9 - 100] kW;11557632747
2020-05-19;F0 : Total toutes filières;P4 : ]100 - 250] kW;9484467167
2020-05-19;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7614334873
2020-05-19;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;96517896612
2020-05-19;F0 : Total toutes filières;P7 : > 12000 kW;11320395994
2020-05-19;F1 : Thermique non renouvelable;P0 : Total toutes puissances;7125309
2020-05-19;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2020-05-19;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2020-05-19;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;211132
2020-05-19;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2020-05-19;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;521832
2020-05-19;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;1717486
2020-05-19;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2020-05-19;F2 : Bioénergies;P0 : Total toutes puissances;16496028166
2020-05-19;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2020-05-19;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2020-05-19;F2 : Bioénergies;P3 : ]9 - 100] kW;112141248
2020-05-19;F2 : Bioénergies;P4 : ]100 - 250] kW;1233122766
2020-05-19;F2 : Bioénergies;P5 : ]250 - 1000] kW;1788863692
2020-05-19;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10965176049
2020-05-19;F2 : Bioénergies;P7 : > 12000 kW;0
2020-05-19;F3 : Hydraulique;P0 : Total toutes puissances;18924267981
2020-05-19;F3 : Hydraulique;P1 : ]0 - 3] kW;1389062064
2020-05-19;F3 : Hydraulique;P2 : ]3 - 9] kW;1351737
2020-05-19;F3 : Hydraulique;P3 : ]9 - 100] kW;185285520
2020-05-19;F3 : Hydraulique;P4 : ]100 - 250] kW;0
2020-05-19;F3 : Hydraulique;P5 : ]250 - 1000] kW;3789462861
2020-05-19;F3 : Hydraulique;P6 : ]1000 - 12000] kW;11405494535
2020-05-19;F3 : Hydraulique;P7 : > 12000 kW;0
2020-05-19;F4 : Eolien;P0 : Total toutes puissances;54774849915
2020-05-19;F4 : Eolien;P1 : ]0 - 3] kW;273068700
2020-05-19;F4 : Eolien;P2 : ]3 - 9] kW;0
2020-05-19;F4 : Eolien;P3 : ]9 - 100] kW;371408
2020-05-19;F4 : Eolien;P4 : ]100 - 250] kW;20833
2020-05-19;F4 : Eolien;P5 : ]250 - 1000] kW;74589982
2020-05-19;F4 : Eolien;P6 : ]1000 - 12000] kW;47437062567
2020-05-19;F4 : Eolien;P7 : > 12000 kW;6980929651
2020-05-19;F5 : Solaire;P0 : Total toutes puissances;54893099445
2020-05-19;F5 : Solaire;P1 : ]0 - 3] kW;4074781310
2020-05-19;F5 : Solaire;P2 : ]3 - 9] kW;2713844635
2020-05-19;F5 : Solaire;P3 : ]9 - 100] kW;11253292664
2020-05-19;F5 : Solaire;P4 : ]100 - 250] kW;7436649148
2020-05-19;F5 : Solaire;P5 : ]250 - 1000] kW;0
2020-05-19;F5 : Solaire;P6 : ]1000 - 12000] kW;26666779560
2020-05-19;F5 : Solaire;P7 : > 12000 kW;728630825
2020-05-19;F6 : Autres;P0 : Total toutes puissances;41436738
2020-05-19;F6 : Autres;P1 : ]0 - 3] kW;477914
2020-05-19;F6 : Autres;P2 : ]3 - 9] kW;387335
2020-05-19;F6 : Autres;P3 : ]9 - 100] kW;6470976
2020-05-19;F6 : Autres;P4 : ]100 - 250] kW;1179829
2020-05-19;F6 : Autres;P5 : ]250 - 1000] kW;268331
2020-05-19;F6 : Autres;P6 : ]1000 - 12000] kW;28740650
2020-05-19;F6 : Autres;P7 : > 12000 kW;0
2020-05-20;F0 : Total toutes filières;P0 : Total toutes puissances;130305174187
2020-05-20;F0 : Total toutes filières;P1 : ]0 - 3] kW;5830310287
2020-05-20;F0 : Total toutes filières;P2 : ]3 - 9] kW;2729805607
2020-05-20;F0 : Total toutes filières;P3 : ]9 - 100] kW;11598778397
2020-05-20;F0 : Total toutes filières;P4 : ]100 - 250] kW;9477065917
2020-05-20;F0 : Total toutes filières;P5 : ]250 - 1000] kW;7497835006
2020-05-20;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;83722240924
2020-05-20;F0 : Total toutes filières;P7 : > 12000 kW;9449038358
2020-05-20;F1 : Thermique non renouvelable;P0 : Total toutes puissances;10648548
2020-05-20;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2020-05-20;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2020-05-20;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;208244
2020-05-20;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;229999
2020-05-20;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;0
2020-05-20;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;4722151
2020-05-20;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2020-05-20;F2 : Bioénergies;P0 : Total toutes puissances;16956086018
2020-05-20;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2020-05-20;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2020-05-20;F2 : Bioénergies;P3 : ]9 - 100] kW;113866796
2020-05-20;F2 : Bioénergies;P4 : ]100 - 250] kW;1236898019
2020-05-20;F2 : Bioénergies;P5 : ]250 - 1000] kW;1834449993
2020-05-20;F2 : Bioénergies;P6 : ]1000 - 12000] kW;11394849048
2020-05-20;F2 : Bioénergies;P7 : > 12000 kW;0
2020-05-20;F3 : Hydraulique;P0 : Total toutes puissances;18317908212
2020-05-20;F3 : Hydraulique;P1 : ]0 - 3] kW;1379000504
2020-05-20;F3 : Hydraulique;P2 : ]3 - 9] kW;1226396
2020-05-20;F3 : Hydraulique;P3 : ]9 - 100] kW;181392452
2020-05-20;F3 : Hydraulique;P4 : ]100 - 250] kW;0
2020-05-20;F3 : Hydraulique;P5 : ]250 - 1000] kW;3653947630
2020-05-20;F3 : Hydraulique;P6 : ]1000 - 12000] kW;11068633927
2020-05-20;F3 : Hydraulique;P7 : > 12000 kW;0
2020-05-20;F4 : Eolien;P0 : Total toutes puissances;39477084580
2020-05-20;F4 : Eolien;P1 : ]0 - 3] kW;184729744
