date;Filière de production;Plage de puissance injection;Total
2018-08-02;F6 : Autres;P0 : Total toutes puissances;44524688
2018-08-02;F6 : Autres;P1 : ]0 - 3] kW;0
2018-08-02;F6 : Autres;P2 : ]3 - 9] kW;0
2018-08-02;F6 : Autres;P3 : ]9 - 100] kW;0
2018-08-02;F6 : Autres;P4 : ]100 - 250] kW;0
2018-08-02;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-08-02;F6 : Autres;P6 : ]1000 - 12000] kW;0
2018-08-02;F6 : Autres;P7 : > 12000 kW;0
2018-08-03;F0 : Total toutes filières;P0 : Total toutes puissances;100651675259
2018-08-03;F0 : Total toutes filières;P1 : ]0 - 3] kW;4554532558
2018-08-03;F0 : Total toutes filières;P2 : ]3 - 9] kW;2368795235
2018-08-03;F0 : Total toutes filières;P3 : ]9 - 100] kW;8536016170
2018-08-03;F0 : Total toutes filières;P4 : ]100 - 250] kW;6901591684
2018-08-03;F0 : Total toutes filières;P5 : ]250 - 1000] kW;4184805327
2018-08-03;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;66549588909
2018-08-03;F0 : Total toutes filières;P7 : > 12000 kW;7556345222
2018-08-03;F1 : Thermique non renouvelable;P0 : Total toutes puissances;215174525
2018-08-03;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-08-03;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-08-03;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-08-03;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2018-08-03;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;0
2018-08-03;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;169701819
2018-08-03;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-08-03;F2 : Bioénergies;P0 : Total toutes puissances;14757286066
2018-08-03;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-08-03;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-08-03;F2 : Bioénergies;P3 : ]9 - 100] kW;71116264
2018-08-03;F2 : Bioénergies;P4 : ]100 - 250] kW;741779977
2018-08-03;F2 : Bioénergies;P5 : ]250 - 1000] kW;1268016476
2018-08-03;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10647205647
2018-08-03;F2 : Bioénergies;P7 : > 12000 kW;0
2018-08-03;F3 : Hydraulique;P0 : Total toutes puissances;8378373258
2018-08-03;F3 : Hydraulique;P1 : ]0 - 3] kW;506016772
2018-08-03;F3 : Hydraulique;P2 : ]3 - 9] kW;777113
2018-08-03;F3 : Hydraulique;P3 : ]9 - 100] kW;77739640
2018-08-03;F3 : Hydraulique;P4 : ]100 - 250] kW;239911065
2018-08-03;F3 : Hydraulique;P5 : ]250 - 1000] kW;1384572463
2018-08-03;F3 : Hydraulique;P6 : ]1000 - 12000] kW;5019517999
2018-08-03;F3 : Hydraulique;P7 : > 12000 kW;1148139482
2018-08-03;F4 : Eolien;P0 : Total toutes puissances;35262468116
2018-08-03;F4 : Eolien;P1 : ]0 - 3] kW;59034492
2018-08-03;F4 : Eolien;P2 : ]3 - 9] kW;0
2018-08-03;F4 : Eolien;P3 : ]9 - 100] kW;353280
2018-08-03;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-08-03;F4 : Eolien;P5 : ]250 - 1000] kW;15317313
2018-08-03;F4 : Eolien;P6 : ]1000 - 12000] kW;30747793650
2018-08-03;F4 : Eolien;P7 : > 12000 kW;4443627647
2018-08-03;F5 : Solaire;P0 : Total toutes puissances;41958769256
2018-08-03;F5 : Solaire;P1 : ]0 - 3] kW;3796990503
2018-08-03;F5 : Solaire;P2 : ]3 - 9] kW;2367821777
2018-08-03;F5 : Solaire;P3 : ]9 - 100] kW;8386401873
2018-08-03;F5 : Solaire;P4 : ]100 - 250] kW;5916578102
2018-08-03;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-08-03;F5 : Solaire;P6 : ]1000 - 12000] kW;19924958720
2018-08-03;F5 : Solaire;P7 : > 12000 kW;0
2018-08-03;F6 : Autres;P0 : Total toutes puissances;46494576
2018-08-03;F6 : Autres;P1 : ]0 - 3] kW;0
2018-08-03;F6 : Autres;P2 : ]3 - 9] kW;0
2018-08-03;F6 : Autres;P3 : ]9 - 100] kW;0
2018-08-03;F6 : Autres;P4 : ]100 - 250] kW;0
2018-08-03;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-08-03;F6 : Autres;P6 : ]1000 - 12000] kW;0
2018-08-03;F6 : Autres;P7 : > 12000 kW;0
2018-08-04;F0 : Total toutes filières;P0 : Total toutes puissances;114361813832
2018-08-04;F0 : Total toutes filières;P1 : ]0 - 3] kW;4504027548
2018-08-04;F0 : Total toutes filières;P2 : ]3 - 9] kW;2309552322
2018-08-04;F0 : Total toutes filières;P3 : ]9 - 100] kW;8322961464
2018-08-04;F0 : Total toutes filières;P4 : ]100 - 250] kW;6733367652
2018-08-04;F0 : Total toutes filières;P5 : ]250 - 1000] kW;4047494188
2018-08-04;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;79792667327
2018-08-04;F0 : Total toutes filières;P7 : > 12000 kW;8651743194
2018-08-04;F1 : Thermique non renouvelable;P0 : Total toutes puissances;229839684
2018-08-04;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-08-04;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-08-04;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-08-04;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2018-08-04;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;0
2018-08-04;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;218668480
2018-08-04;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-08-04;F2 : Bioénergies;P0 : Total toutes puissances;14908919065
2018-08-04;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-08-04;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-08-04;F2 : Bioénergies;P3 : ]9 - 100] kW;74274060
2018-08-04;F2 : Bioénergies;P4 : ]100 - 250] kW;736781813
2018-08-04;F2 : Bioénergies;P5 : ]250 - 1000] kW;1249854152
2018-08-04;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10884340648
2018-08-04;F2 : Bioénergies;P7 : > 12000 kW;0
2018-08-04;F3 : Hydraulique;P0 : Total toutes puissances;7751428235
2018-08-04;F3 : Hydraulique;P1 : ]0 - 3] kW;489584644
2018-08-04;F3 : Hydraulique;P2 : ]3 - 9] kW;778043
2018-08-04;F3 : Hydraulique;P3 : ]9 - 100] kW;75495700
2018-08-04;F3 : Hydraulique;P4 : ]100 - 250] kW;228979891
2018-08-04;F3 : Hydraulique;P5 : ]250 - 1000] kW;1280742643
2018-08-04;F3 : Hydraulique;P6 : ]1000 - 12000] kW;4789393739
2018-08-04;F3 : Hydraulique;P7 : > 12000 kW;887215818
2018-08-04;F4 : Eolien;P0 : Total toutes puissances;49906963283
2018-08-04;F4 : Eolien;P1 : ]0 - 3] kW;120327816
2018-08-04;F4 : Eolien;P2 : ]3 - 9] kW;0
2018-08-04;F4 : Eolien;P3 : ]9 - 100] kW;353280
2018-08-04;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-08-04;F4 : Eolien;P5 : ]250 - 1000] kW;30999152
2018-08-04;F4 : Eolien;P6 : ]1000 - 12000] kW;43922567820
2018-08-04;F4 : Eolien;P7 : > 12000 kW;5822222982
2018-08-04;F5 : Solaire;P0 : Total toutes puissances;41470588729
2018-08-04;F5 : Solaire;P1 : ]0 - 3] kW;3701911559
2018-08-04;F5 : Solaire;P2 : ]3 - 9] kW;2308577857
2018-08-04;F5 : Solaire;P3 : ]9 - 100] kW;8172604123
2018-08-04;F5 : Solaire;P4 : ]100 - 250] kW;5764142740
2018-08-04;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-08-04;F5 : Solaire;P6 : ]1000 - 12000] kW;19972699220
2018-08-04;F5 : Solaire;P7 : > 12000 kW;0
2018-08-04;F6 : Autres;P0 : Total toutes puissances;55655532
2018-08-04;F6 : Autres;P1 : ]0 - 3] kW;0
2018-08-04;F6 : Autres;P2 : ]3 - 9] kW;0
2018-08-04;F6 : Autres;P3 : ]9 - 100] kW;0
2018-08-04;F6 : Autres;P4 : ]100 - 250] kW;0
2018-08-04;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-08-04;F6 : Autres;P6 : ]1000 - 12000] kW;0
2018-08-04;F6 : Autres;P7 : > 12000 kW;0
2018-08-05;F0 : Total toutes filières;P0 : Total toutes puissances;101968494620
2018-08-05;F0 : Total toutes filières;P1 : ]0 - 3] kW;4458015460
2018-08-05;F0 : Total toutes filières;P2 : ]3 - 9] kW;2356589765
2018-08-05;F0 : Total toutes filières;P3 : ]9 - 100] kW;8489977514
2018-08-05;F0 : Total toutes filières;P4 : ]100 - 250] kW;6829634415
2018-08-05;F0 : Total toutes filières;P5 : ]250 - 1000] kW;3931832915
2018-08-05;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;68862139224
2018-08-05;F0 : Total toutes filières;P7 : > 12000 kW;7040305177
2018-08-05;F1 : Thermique non renouvelable;P0 : Total toutes puissances;201325438
2018-08-05;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-08-05;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-08-05;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-08-05;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2018-08-05;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;0
2018-08-05;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;196783150
2018-08-05;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-08-05;F2 : Bioénergies;P0 : Total toutes puissances;14770551733
2018-08-05;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-08-05;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-08-05;F2 : Bioénergies;P3 : ]9 - 100] kW;87810476
2018-08-05;F2 : Bioénergies;P4 : ]100 - 250] kW;729879650
2018-08-05;F2 : Bioénergies;P5 : ]250 - 1000] kW;1234246810
2018-08-05;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10858830146
2018-08-05;F2 : Bioénergies;P7 : > 12000 kW;0
2018-08-05;F3 : Hydraulique;P0 : Total toutes puissances;7255880996
2018-08-05;F3 : Hydraulique;P1 : ]0 - 3] kW;458578904
2018-08-05;F3 : Hydraulique;P2 : ]3 - 9] kW;777016
2018-08-05;F3 : Hydraulique;P3 : ]9 - 100] kW;74689740
2018-08-05;F3 : Hydraulique;P4 : ]100 - 250] kW;218898196
2018-08-05;F3 : Hydraulique;P5 : ]250 - 1000] kW;1211977832
2018-08-05;F3 : Hydraulique;P6 : ]1000 - 12000] kW;4628829429
2018-08-05;F3 : Hydraulique;P7 : > 12000 kW;661655817
2018-08-05;F4 : Eolien;P0 : Total toutes puissances;38586013266
2018-08-05;F4 : Eolien;P1 : ]0 - 3] kW;64332912
2018-08-05;F4 : Eolien;P2 : ]3 - 9] kW;0
2018-08-05;F4 : Eolien;P3 : ]9 - 100] kW;353280
2018-08-05;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-08-05;F4 : Eolien;P5 : ]250 - 1000] kW;22434482
2018-08-05;F4 : Eolien;P6 : ]1000 - 12000] kW;33987728971
2018-08-05;F4 : Eolien;P7 : > 12000 kW;4518997648
2018-08-05;F5 : Solaire;P0 : Total toutes puissances;41070125534
2018-08-05;F5 : Solaire;P1 : ]0 - 3] kW;3777340501
2018-08-05;F5 : Solaire;P2 : ]3 - 9] kW;2355616456
2018-08-05;F5 : Solaire;P3 : ]9 - 100] kW;8341215839
2018-08-05;F5 : Solaire;P4 : ]100 - 250] kW;5877833369
2018-08-05;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-08-05;F5 : Solaire;P6 : ]1000 - 12000] kW;19189967454
2018-08-05;F5 : Solaire;P7 : > 12000 kW;0
2018-08-05;F6 : Autres;P0 : Total toutes puissances;58692620
2018-08-05;F6 : Autres;P1 : ]0 - 3] kW;0
2018-08-05;F6 : Autres;P2 : ]3 - 9] kW;0
2018-08-05;F6 : Autres;P3 : ]9 - 100] kW;0
2018-08-05;F6 : Autres;P4 : ]100 - 250] kW;0
2018-08-05;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-08-05;F6 : Autres;P6 : ]1000 - 12000] kW;0
2018-08-05;F6 : Autres;P7 : > 12000 kW;0
2018-08-06;F0 : Total toutes filières;P0 : Total toutes puissances;79589894597
2018-08-06;F0 : Total toutes filières;P1 : ]0 - 3] kW;4382594281
2018-08-06;F0 : Total toutes filières;P2 : ]3 - 9] kW;2309488427
2018-08-06;F0 : Total toutes filières;P3 : ]9 - 100] kW;8490944200
2018-08-06;F0 : Total toutes filières;P4 : ]100 - 250] kW;6714222197
2018-08-06;F0 : Total toutes filières;P5 : ]250 - 1000] kW;3881886324
2018-08-06;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;49281879798
2018-08-06;F0 : Total toutes filières;P7 : > 12000 kW;4528879226
2018-08-06;F1 : Thermique non renouvelable;P0 : Total toutes puissances;162246629
2018-08-06;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-08-06;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-08-06;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-08-06;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2018-08-06;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;0
2018-08-06;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;123016987
2018-08-06;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-08-06;F2 : Bioénergies;P0 : Total toutes puissances;14372746565
2018-08-06;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-08-06;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-08-06;F2 : Bioénergies;P3 : ]9 - 100] kW;230424324
2018-08-06;F2 : Bioénergies;P4 : ]100 - 250] kW;727825814
2018-08-06;F2 : Bioénergies;P5 : ]250 - 1000] kW;1221968145
2018-08-06;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10350658650
2018-08-06;F2 : Bioénergies;P7 : > 12000 kW;0
2018-08-06;F3 : Hydraulique;P0 : Total toutes puissances;7355696492
2018-08-06;F3 : Hydraulique;P1 : ]0 - 3] kW;469685152
2018-08-06;F3 : Hydraulique;P2 : ]3 - 9] kW;798217
2018-08-06;F3 : Hydraulique;P3 : ]9 - 100] kW;75414136
2018-08-06;F3 : Hydraulique;P4 : ]100 - 250] kW;217097465
2018-08-06;F3 : Hydraulique;P5 : ]250 - 1000] kW;1169132363
2018-08-06;F3 : Hydraulique;P6 : ]1000 - 12000] kW;4580627522
2018-08-06;F3 : Hydraulique;P7 : > 12000 kW;843233316
2018-08-06;F4 : Eolien;P0 : Total toutes puissances;16378936409
2018-08-06;F4 : Eolien;P1 : ]0 - 3] kW;11089908
2018-08-06;F4 : Eolien;P2 : ]3 - 9] kW;0
2018-08-06;F4 : Eolien;P3 : ]9 - 100] kW;353280
2018-08-06;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-08-06;F4 : Eolien;P5 : ]250 - 1000] kW;10759486
2018-08-06;F4 : Eolien;P6 : ]1000 - 12000] kW;14444784944
2018-08-06;F4 : Eolien;P7 : > 12000 kW;1912555483
2018-08-06;F5 : Solaire;P0 : Total toutes puissances;41240643636
2018-08-06;F5 : Solaire;P1 : ]0 - 3] kW;3701354935
2018-08-06;F5 : Solaire;P2 : ]3 - 9] kW;2308494596
2018-08-06;F5 : Solaire;P3 : ]9 - 100] kW;8169976266
2018-08-06;F5 : Solaire;P4 : ]100 - 250] kW;5766345552
2018-08-06;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-08-06;F5 : Solaire;P6 : ]1000 - 12000] kW;19732954278
2018-08-06;F5 : Solaire;P7 : > 12000 kW;0
2018-08-06;F6 : Autres;P0 : Total toutes puissances;40345528
2018-08-06;F6 : Autres;P1 : ]0 - 3] kW;0
2018-08-06;F6 : Autres;P2 : ]3 - 9] kW;0
2018-08-06;F6 : Autres;P3 : ]9 - 100] kW;0
2018-08-06;F6 : Autres;P4 : ]100 - 250] kW;0
2018-08-06;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-08-06;F6 : Autres;P6 : ]1000 - 12000] kW;2072833
2018-08-06;F6 : Autres;P7 : > 12000 kW;0
2018-08-07;F0 : Total toutes filières;P0 : Total toutes puissances;103777547571
2018-08-07;F0 : Total toutes filières;P1 : ]0 - 3] kW;3774023785
2018-08-07;F0 : Total toutes filières;P2 : ]3 - 9] kW;1934865258
2018-08-07;F0 : Total toutes filières;P3 : ]9 - 100] kW;6990922897
2018-08-07;F0 : Total toutes filières;P4 : ]100 - 250] kW;5800887871
2018-08-07;F0 : Total toutes filières;P5 : ]250 - 1000] kW;3648997242
2018-08-07;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;73232392112
2018-08-07;F0 : Total toutes filières;P7 : > 12000 kW;8395458266
2018-08-07;F1 : Thermique non renouvelable;P0 : Total toutes puissances;278397458
2018-08-07;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-08-07;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-08-07;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-08-07;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2018-08-07;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;0
2018-08-07;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;218327484
2018-08-07;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-08-07;F2 : Bioénergies;P0 : Total toutes puissances;13968910064
2018-08-07;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-08-07;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-08-07;F2 : Bioénergies;P3 : ]9 - 100] kW;71061084
2018-08-07;F2 : Bioénergies;P4 : ]100 - 250] kW;739140478
2018-08-07;F2 : Bioénergies;P5 : ]250 - 1000] kW;1218065811
2018-08-07;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10170468477
2018-08-07;F2 : Bioénergies;P7 : > 12000 kW;0
2018-08-07;F3 : Hydraulique;P0 : Total toutes puissances;7287981497
2018-08-07;F3 : Hydraulique;P1 : ]0 - 3] kW;453579208
2018-08-07;F3 : Hydraulique;P2 : ]3 - 9] kW;803817
2018-08-07;F3 : Hydraulique;P3 : ]9 - 100] kW;74315916
2018-08-07;F3 : Hydraulique;P4 : ]100 - 250] kW;216745887
2018-08-07;F3 : Hydraulique;P5 : ]250 - 1000] kW;1161036141
2018-08-07;F3 : Hydraulique;P6 : ]1000 - 12000] kW;4523144160
2018-08-07;F3 : Hydraulique;P7 : > 12000 kW;861952318
2018-08-07;F4 : Eolien;P0 : Total toutes puissances;49494829424
2018-08-07;F4 : Eolien;P1 : ]0 - 3] kW;37432516
2018-08-07;F4 : Eolien;P2 : ]3 - 9] kW;0
2018-08-07;F4 : Eolien;P3 : ]9 - 100] kW;353280
2018-08-07;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-08-07;F4 : Eolien;P5 : ]250 - 1000] kW;30216480
2018-08-07;F4 : Eolien;P6 : ]1000 - 12000] kW;43620780457
2018-08-07;F4 : Eolien;P7 : > 12000 kW;5804004816
2018-08-07;F5 : Solaire;P0 : Total toutes puissances;32677114384
2018-08-07;F5 : Solaire;P1 : ]0 - 3] kW;3100063429
2018-08-07;F5 : Solaire;P2 : ]3 - 9] kW;1933865855
2018-08-07;F5 : Solaire;P3 : ]9 - 100] kW;6845361042
2018-08-07;F5 : Solaire;P4 : ]100 - 250] kW;4842314131
2018-08-07;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-08-07;F5 : Solaire;P6 : ]1000 - 12000] kW;14636400821
2018-08-07;F5 : Solaire;P7 : > 12000 kW;0
2018-08-07;F6 : Autres;P0 : Total toutes puissances;31592872
2018-08-07;F6 : Autres;P1 : ]0 - 3] kW;0
2018-08-07;F6 : Autres;P2 : ]3 - 9] kW;0
2018-08-07;F6 : Autres;P3 : ]9 - 100] kW;0
2018-08-07;F6 : Autres;P4 : ]100 - 250] kW;0
2018-08-07;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-08-07;F6 : Autres;P6 : ]1000 - 12000] kW;0
2018-08-07;F6 : Autres;P7 : > 12000 kW;0
2018-08-08;F0 : Total toutes filières;P0 : Total toutes puissances;99258385357
2018-08-08;F0 : Total toutes filières;P1 : ]0 - 3] kW;3466211616
2018-08-08;F0 : Total toutes filières;P2 : ]3 - 9] kW;1725344026
2018-08-08;F0 : Total toutes filières;P3 : ]9 - 100] kW;6289044906
2018-08-08;F0 : Total toutes filières;P4 : ]100 - 250] kW;5355108816
2018-08-08;F0 : Total toutes filières;P5 : ]250 - 1000] kW;3807278275
2018-08-08;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;70229635018
2018-08-08;F0 : Total toutes filières;P7 : > 12000 kW;8385762549
2018-08-08;F1 : Thermique non renouvelable;P0 : Total toutes puissances;287467185
2018-08-08;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-08-08;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-08-08;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-08-08;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2018-08-08;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;0
2018-08-08;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;255763649
2018-08-08;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-08-08;F2 : Bioénergies;P0 : Total toutes puissances;14916931564
2018-08-08;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-08-08;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-08-08;F2 : Bioénergies;P3 : ]9 - 100] kW;69368484
2018-08-08;F2 : Bioénergies;P4 : ]100 - 250] kW;752797644
2018-08-08;F2 : Bioénergies;P5 : ]250 - 1000] kW;1228783817
2018-08-08;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10811073812
2018-08-08;F2 : Bioénergies;P7 : > 12000 kW;0
2018-08-08;F3 : Hydraulique;P0 : Total toutes puissances;7903103910
2018-08-08;F3 : Hydraulique;P1 : ]0 - 3] kW;473872648
2018-08-08;F3 : Hydraulique;P2 : ]3 - 9] kW;803631
2018-08-08;F3 : Hydraulique;P3 : ]9 - 100] kW;74888548
2018-08-08;F3 : Hydraulique;P4 : ]100 - 250] kW;229086127
2018-08-08;F3 : Hydraulique;P5 : ]250 - 1000] kW;1239872207
2018-08-08;F3 : Hydraulique;P6 : ]1000 - 12000] kW;4808116141
2018-08-08;F3 : Hydraulique;P7 : > 12000 kW;1075396983
2018-08-08;F4 : Eolien;P0 : Total toutes puissances;43700592358
2018-08-08;F4 : Eolien;P1 : ]0 - 3] kW;25945676
2018-08-08;F4 : Eolien;P2 : ]3 - 9] kW;0
2018-08-08;F4 : Eolien;P3 : ]9 - 100] kW;353280
2018-08-08;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-08-08;F4 : Eolien;P5 : ]250 - 1000] kW;35553483
2018-08-08;F4 : Eolien;P6 : ]1000 - 12000] kW;38335361561
2018-08-08;F4 : Eolien;P7 : > 12000 kW;5313231813
2018-08-08;F5 : Solaire;P0 : Total toutes puissances;32355765138
2018-08-08;F5 : Solaire;P1 : ]0 - 3] kW;2763977465
2018-08-08;F5 : Solaire;P2 : ]3 - 9] kW;1724344805
2018-08-08;F5 : Solaire;P3 : ]9 - 100] kW;6143525173
2018-08-08;F5 : Solaire;P4 : ]100 - 250] kW;4370504172
2018-08-08;F5 : Solaire;P5 : ]250 - 1000] kW;0
2018-08-08;F5 : Solaire;P6 : ]1000 - 12000] kW;15987790802
2018-08-08;F5 : Solaire;P7 : > 12000 kW;0
2018-08-08;F6 : Autres;P0 : Total toutes puissances;71422284
2018-08-08;F6 : Autres;P1 : ]0 - 3] kW;0
2018-08-08;F6 : Autres;P2 : ]3 - 9] kW;0
2018-08-08;F6 : Autres;P3 : ]9 - 100] kW;0
2018-08-08;F6 : Autres;P4 : ]100 - 250] kW;0
2018-08-08;F6 : Autres;P5 : ]250 - 1000] kW;0
2018-08-08;F6 : Autres;P6 : ]1000 - 12000] kW;0
2018-08-08;F6 : Autres;P7 : > 12000 kW;0
2018-08-09;F0 : Total toutes filières;P0 : Total toutes puissances;127241939288
2018-08-09;F0 : Total toutes filières;P1 : ]0 - 3] kW;2438966683
2018-08-09;F0 : Total toutes filières;P2 : ]3 - 9] kW;1017862487
2018-08-09;F0 : Total toutes filières;P3 : ]9 - 100] kW;3755881015
2018-08-09;F0 : Total toutes filières;P4 : ]100 - 250] kW;3528047437
2018-08-09;F0 : Total toutes filières;P5 : ]250 - 1000] kW;3160229535
2018-08-09;F0 : Total toutes filières;P6 : ]1000 - 12000] kW;98950489588
2018-08-09;F0 : Total toutes filières;P7 : > 12000 kW;14390462396
2018-08-09;F1 : Thermique non renouvelable;P0 : Total toutes puissances;208088202
2018-08-09;F1 : Thermique non renouvelable;P1 : ]0 - 3] kW;0
2018-08-09;F1 : Thermique non renouvelable;P2 : ]3 - 9] kW;0
2018-08-09;F1 : Thermique non renouvelable;P3 : ]9 - 100] kW;0
2018-08-09;F1 : Thermique non renouvelable;P4 : ]100 - 250] kW;0
2018-08-09;F1 : Thermique non renouvelable;P5 : ]250 - 1000] kW;0
2018-08-09;F1 : Thermique non renouvelable;P6 : ]1000 - 12000] kW;184464987
2018-08-09;F1 : Thermique non renouvelable;P7 : > 12000 kW;0
2018-08-09;F2 : Bioénergies;P0 : Total toutes puissances;14954050733
2018-08-09;F2 : Bioénergies;P1 : ]0 - 3] kW;0
2018-08-09;F2 : Bioénergies;P2 : ]3 - 9] kW;0
2018-08-09;F2 : Bioénergies;P3 : ]9 - 100] kW;68420540
2018-08-09;F2 : Bioénergies;P4 : ]100 - 250] kW;749861147
2018-08-09;F2 : Bioénergies;P5 : ]250 - 1000] kW;1196497811
2018-08-09;F2 : Bioénergies;P6 : ]1000 - 12000] kW;10777280147
2018-08-09;F2 : Bioénergies;P7 : > 12000 kW;0
2018-08-09;F3 : Hydraulique;P0 : Total toutes puissances;8502757198
2018-08-09;F3 : Hydraulique;P1 : ]0 - 3] kW;497777196
2018-08-09;F3 : Hydraulique;P2 : ]3 - 9] kW;800798
2018-08-09;F3 : Hydraulique;P3 : ]9 - 100] kW;76929384
2018-08-09;F3 : Hydraulique;P4 : ]100 - 250] kW;239060281
2018-08-09;F3 : Hydraulique;P5 : ]250 - 1000] kW;1372498102
2018-08-09;F3 : Hydraulique;P6 : ]1000 - 12000] kW;5089729107
2018-08-09;F3 : Hydraulique;P7 : > 12000 kW;1223835649
2018-08-09;F4 : Eolien;P0 : Total toutes puissances;85052891528
2018-08-09;F4 : Eolien;P1 : ]0 - 3] kW;127513144
2018-08-09;F4 : Eolien;P2 : ]3 - 9] kW;0
2018-08-09;F4 : Eolien;P3 : ]9 - 100] kW;353280
2018-08-09;F4 : Eolien;P4 : ]100 - 250] kW;0
2018-08-09;F4 : Eolien;P5 : ]250 - 1000] kW;38334150
2018-08-09;F4 : Eolien;P6 : ]1000 - 12000] kW;73892099562
2018-08-09;F4 : Eolien;P7 : > 12000 kW;10978586151
2018-08-09;F5 : Solaire;P0 : Total toutes puissances;18350046578
2018-08-09;F5 : Solaire;P1 : ]0 - 3] kW;1629822207
